# date, vza, vaa, sza, saa
2016/01/03 10:12,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/01/06 10:22,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/01/13 10:13,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/01/16 10:23,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/01/23 10:13,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/01/26 10:23,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/02/02 10:14,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/02/05 10:24,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/02/12 10:14,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/02/15 10:24,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/02/22 10:15,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/02/25 10:25,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/03/03 10:15,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/03/06 10:25,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/03/13 10:16,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/03/23 10:16,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/04/02 10:16,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/04/12 10:17,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/04/22 10:17,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/05/02 10:18,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/05/12 10:18,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/05/22 10:18,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/06/01 10:19,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/06/11 10:19,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/06/21 10:20,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/07/01 10:20,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/07/11 10:20,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/07/21 10:21,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/07/28 10:11,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/07/31 10:21,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/08/07 10:11,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/08/10 10:21,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/08/17 10:11,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/08/20 10:21,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/08/27 10:12,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/08/30 10:22,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/09/06 10:12,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/09/09 10:22,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/09/16 10:12,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/09/19 10:22,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/09/26 10:13,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/09/29 10:23,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/10/06 10:13,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/10/09 10:23,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/10/16 10:13,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/10/19 10:23,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/10/26 10:13,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/10/29 10:23,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/11/05 10:14,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/11/08 10:24,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/11/15 10:14,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/11/18 10:24,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/11/25 10:14,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/11/28 10:24,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/12/05 10:14,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/12/08 10:24,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/12/15 10:14,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/12/18 10:24,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/12/25 10:15,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/12/28 10:25,8.63987935559,104.437652491,72.7829783183,165.552461793
