# date, vza, vaa, sza, saa
2016/01/03 10:12,8.63987935559,104.437652491,72.7829783183,165.552461793
2016/01/06 10:22,5.96170194277,286.327284077,72.1328570707,167.58075653
2016/01/13 10:13,7.90492954755,104.533161543,71.6468377742,164.401719612
2016/01/16 10:23,6.69534733836,286.423587187,70.7462032341,166.481610884
2016/01/23 10:13,7.18215618962,104.628112701,69.8003277967,163.320589488
2016/01/26 10:23,7.41468121658,286.523470677,68.6708867289,165.498144665
2016/02/02 10:14,6.47117739723,104.720115973,67.3151176191,162.380770793
2016/02/05 10:24,8.11881557171,286.616466849,65.9881027984,164.694244855
2016/02/12 10:14,5.77150029964,104.812902494,64.2861974848,161.628695645
2016/02/15 10:24,8.80688937382,286.707083479,62.799341733,164.107689603
2016/02/22 10:15,5.08270293142,104.907075057,60.8242355327,161.083290058
2016/02/25 10:25,9.47830645495,286.794327566,59.2187838581,163.749042855
2016/03/03 10:15,4.40455889443,105.006400351,57.0485229813,160.736460464
2016/03/06 10:25,10.1329400427,286.882729624,55.3666715955,163.602710106
2016/03/13 10:16,3.73708418933,105.061767563,53.0813876629,160.555013677
2016/03/23 10:16,3.08051455926,105.158764434,49.0443271672,160.483277545
2016/04/02 10:16,2.43523509138,105.212746285,45.0558013532,160.445809287
2016/04/12 10:17,1.80169636029,105.324333484,41.2301468243,160.351816476
2016/04/22 10:17,1.18035181271,105.405476359,37.677158767,160.102691744
2016/05/02 10:18,0.57161737243,105.484702853,34.5014255916,159.606615735
2016/05/12 10:18,0.0241373469673,285.233612647,31.8004481199,158.802728469
2016/05/22 10:18,0.606585690699,285.635493753,29.6603451648,157.694204156
2016/06/01 10:19,1.17545230671,285.709632727,28.1486462967,156.379407492
2016/06/11 10:19,1.73053194922,285.781079961,27.3056563374,155.058616345
2016/06/21 10:20,2.2717319819,285.850642082,27.1384779942,153.995512573
2016/07/01 10:20,2.79911746791,285.968480307,27.6222006468,153.439778274
2016/07/11 10:20,3.31293151124,285.985447873,28.7088268617,153.550950161
2016/07/21 10:21,3.81359008319,286.051120396,30.339436896,154.363404953
2016/07/28 10:11,10.2226122312,104.231849048,32.5108309647,151.108959088
2016/07/31 10:21,4.30160384111,286.115299925,32.4534711089,155.800739437
2016/08/07 10:11,9.74274509707,104.294205611,34.8797053559,153.067611859
2016/08/10 10:21,4.77746981933,286.177889305,34.9925326257,157.716143989
2016/08/17 10:11,9.27451877285,104.35513917,37.6234492488,155.389567757
2016/08/20 10:21,5.24153620915,286.222654948,37.8994755926,159.934422495
2016/08/27 10:12,8.81903998378,104.41443052,40.6883484285,157.894562124
2016/08/30 10:22,5.69388270535,286.29249056,41.1152271845,162.282306131
2016/09/06 10:12,8.37704329808,104.471441606,44.016201546,160.417788259
2016/09/09 10:22,6.13425785356,286.356270118,44.5753093104,164.605571573
2016/09/16 10:12,7.94878123599,104.527406793,47.541032892,162.819191373
2016/09/19 10:22,6.56209473548,286.412099273,48.2071943758,166.775764286
2016/09/26 10:13,7.53403015982,104.582041099,51.1870246674,164.985867141
2016/09/29 10:23,6.97661982059,286.461829398,51.9287610111,168.691100324
2016/10/06 10:13,7.13219979208,104.641647477,54.8676814805,166.830984806
2016/10/09 10:23,7.37703464988,286.515090414,55.6478653043,170.274745965
2016/10/16 10:13,6.74251283978,104.686930996,58.4861376115,168.291618433
2016/10/19 10:23,7.76273041142,286.566609312,59.2629771345,171.472756368
2016/10/26 10:13,6.36421056361,104.734688711,61.9365757251,169.327146312
2016/10/29 10:23,8.13347751806,286.616277036,62.6649594936,172.252807736
2016/11/05 10:14,5.99673495371,104.782107548,65.106921731,169.918669455
2016/11/08 10:24,8.48953272408,286.663260911,65.7401781798,172.604219181
2016/11/15 10:14,5.63985061647,104.829361665,67.8830083425,170.069676869
2016/11/18 10:24,8.83162363893,286.709205011,68.3751728934,172.5389554
2016/11/25 10:14,5.29368392231,104.873892664,70.1543749414,169.807185358
2016/11/28 10:24,9.16080361308,286.75305455,70.4629595848,172.092752582
2016/12/05 10:14,4.95867916863,104.91649671,71.8215539597,169.182205808
2016/12/08 10:24,9.47820793137,286.797121347,71.9106510033,171.325011839
2016/12/15 10:14,4.63549035371,104.937402367,72.8041913031,168.26806329
2016/12/18 10:24,9.78477231775,286.838072121,72.6475173778,170.316093416
2016/12/25 10:15,4.32483793153,104.944385068,73.0487641464,167.155502401
2016/12/28 10:25,10.0809999846,286.790847026,72.6320806585,169.161245045
